Year,Accepted_Penalty_Count,Penalty_Yards,Team_Penalty_Count,Team_Penalty_Yards,wins,losses,win_loss_perc,points,points_opp,points_diff,g,total_yards,plays_offense,yds_per_play_offense,turnovers,fumbles_lost,first_down,pass_cmp,pass_att,pass_yds,pass_td,pass_int,pass_net_yds_per_att,pass_fd,rush_att,rush_yds,rush_td,rush_yds_per_att,rush_fd,score_pct,turnover_pct,exp_pts_tot,Superbowl Champion,Pass_yds_per_att,Rush_yds_per_att,total_tds,total_fds,Team_Atlanta Falcons,Team_Baltimore Ravens,Team_Buffalo Bills,Team_Carolina Panthers,Team_Chicago Bears,Team_Cincinnati Bengals,Team_Cleveland Browns,Team_Dallas Cowboys,Team_Denver Broncos,Team_Detroit Lions,Team_Green Bay Packers,Team_Houston Texans,Team_Indianapolis Colts,Team_Jacksonville Jaguars,Team_Kansas City Chiefs,Team_Las Vegas Raiders,Team_Los Angeles Chargers,Team_Los Angeles Rams,Team_Miami Dolphins,Team_Minnesota Vikings,Team_New England Patriots,Team_New Orleans Saints,Team_New York Giants,Team_New York Jets,Team_Philadelphia Eagles,Team_Pittsburgh Steelers,Team_San Francisco 49ers,Team_Seattle Seahawks,Team_Tampa Bay Buccaneers,Team_Tennessee Titans,Team_Washington Commanders
2015,255.0,2095.0,134.0,1090.0,6,10,0.375,310,389,-79,16,5307,977,5.4,19,7,291,365,588,3811,24,12,6.0,194,344,1496,11,4.3,72,25.7,9.6,-4.88,0.0,6.4812925170068025,4.348837209302325,35,266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2016,234.0,2061.0,125.0,1142.0,10,6,0.625,363,380,-17,16,5324,913,5.8,23,8,278,316,477,3500,27,15,6.9,167,406,1824,14,4.5,90,30.7,11.1,-48.39,0.0,7.337526205450734,4.4926108374384235,41,257,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2017,259.0,2231.0,137.0,1154.0,6,10,0.375,281,393,-112,16,4923,995,4.9,29,8,284,373,602,3535,24,21,5.6,187,360,1388,4,3.9,66,25.8,15.3,-156.17,0.0,5.872093023255814,3.8555555555555556,28,253,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2018,215.0,1834.0,108.0,978.0,7,9,0.438,319,433,-114,16,4638,878,5.3,23,10,252,292,455,2900,26,13,5.7,153,371,1738,7,4.7,75,28.3,12.5,-40.39,0.0,6.373626373626373,4.684636118598383,33,228,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2019,203.0,1853.0,92.0,769.0,5,11,0.313,306,494,-188,16,4960,1022,4.9,26,8,315,371,615,3804,22,18,5.7,210,349,1156,10,3.3,64,30.2,13.7,-28.85,0.0,6.185365853658537,3.312320916905444,32,274,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2020,159.0,1440.0,74.0,635.0,10,6,0.625,404,338,66,16,5424,1021,5.3,20,7,345,370,559,3736,24,13,6.3,207,428,1688,15,3.9,100,41.4,11.0,61.96,0.0,6.683363148479428,3.94392523364486,39,307,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2021,201.0,1705.0,100.0,792.0,9,8,0.529,341,373,-32,17,5219,1097,4.8,26,12,325,404,615,3651,21,14,5.6,206,442,1568,12,3.5,87,30.1,12.4,-11.96,0.0,5.9365853658536585,3.5475113122171944,33,293,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022,184.0,1579.0,106.0,834.0,9,8,0.529,397,399,-2,17,6197,1009,6.1,21,6,342,368,584,4511,30,15,7.3,220,390,1686,12,4.3,93,38.8,11.8,79.06,0.0,7.7243150684931505,4.323076923076923,42,313,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2023,194.480353633642,1666.8193740787003,96.05555243221595,823.0220707404127,11,6,0.647,496,391,105,17,6822,1053,6.5,25,10,360,393,566,4514,30,15,7.6,223,456,2308,27,5.1,113,43.5,13.4,128.9,0.0,7.975265017667844,5.06140350877193,57,336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2003,203.47635928265257,1716.2031602388372,106.54689874756824,962.6035489260532,9,7,0.563,416,353,63,16,6294,1055,6.0,24,11,336,333,520,3951,32,13,7.0,194,493,2343,15,4.8,124,35.5,13.1,8.32,0.0,7.598076923076923,4.752535496957404,47,318,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2004,212.39525257844093,1737.7297661841517,101.57721506085174,846.0214446817267,8,8,0.5,405,395,10,16,6339,985,6.4,21,9,351,380,552,4516,39,12,7.6,225,387,1823,8,4.7,98,38.9,12.0,65.96,0.0,8.181159420289855,4.710594315245478,47,323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2005,197.505667396598,1681.1215290470539,97.87993622465949,864.9106566395959,9,7,0.563,306,344,-38,16,4613,945,4.9,30,14,285,323,510,3146,18,16,5.6,169,381,1467,10,3.9,83,27.9,14.2,-177.98,0.0,6.1686274509803924,3.8503937007874014,28,252,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2006,205.27371826537495,1725.4875574316145,100.2689708281932,788.4645551278987,6,10,0.375,282,327,-45,16,4943,1025,4.8,32,12,272,332,540,3123,13,20,5.4,160,442,1820,12,4.1,87,23.9,15.7,-203.52,0.0,5.783333333333333,4.117647058823529,25,247,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2007,206.05193092651913,1714.15385342035,105.35818797821625,889.2214094507841,8,8,0.5,365,311,54,16,5379,964,5.6,30,16,294,249,432,2745,12,14,5.8,139,494,2634,22,5.3,131,28.4,15.3,-52.29,0.0,6.354166666666667,5.331983805668016,34,270,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2008,206.6526717943057,1686.7014841763257,106.47663348212993,904.6705056192453,10,6,0.625,379,333,46,16,5288,1014,5.2,31,14,292,267,452,2956,22,17,6.0,150,519,2332,15,4.5,119,34.7,14.7,-102.8,0.0,6.539823008849558,4.493256262042389,37,269,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2009,210.0,1659.0,101.0,757.0,12,4,0.75,470,312,158,16,6074,1054,5.8,18,11,343,377,553,4156,34,7,7.1,220,467,1918,19,4.1,99,42.0,9.0,7.01,0.0,7.5153707052441225,4.107066381156317,53,319,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2010,197.0,1555.0,99.0,769.0,6,10,0.375,281,348,-67,16,5039,982,5.1,37,11,289,305,505,3097,14,26,5.7,159,441,1942,16,4.4,104,24.9,19.0,-126.19,0.0,6.132673267326733,4.403628117913832,30,263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2011,205.0,1737.0,108.0,903.0,3,13,0.188,340,449,-109,16,5275,1007,5.2,26,9,297,286,510,2957,20,17,5.3,159,448,2318,18,5.2,118,31.7,13.2,-77.5,0.0,5.798039215686274,5.174107142857143,38,277,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2012,201.0,1772.0,90.0,823.0,10,6,0.625,379,348,31,16,5385,1001,5.4,23,11,306,300,483,2751,18,12,5.3,163,486,2634,16,5.4,113,37.9,12.6,-59.9,0.0,5.695652173913044,5.419753086419753,34,276,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2013,170.0,1698.0,70.0,695.0,5,10,0.344,391,480,-89,16,5508,1013,5.4,32,13,309,325,546,3427,18,19,5.8,173,423,2081,23,4.9,106,34.4,14.9,24.52,0.0,6.2765567765567765,4.919621749408983,41,279,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2014,212.0,1774.0,100.0,836.0,7,9,0.438,325,343,-18,16,5048,981,5.1,20,2,288,322,517,3244,17,18,5.7,171,413,1804,12,4.4,90,31.8,10.8,6.55,0.0,6.274661508704062,4.368038740920097,29,261,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2015,197.0,1672.0,88.0,797.0,11,5,0.688,365,302,63,16,5139,973,5.3,17,8,297,294,454,2928,14,9,5.9,153,474,2211,18,4.7,113,38.4,9.3,29.39,0.0,6.4493392070484585,4.6645569620253164,32,266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2016,202.0,1707.0,103.0,882.0,8,8,0.5,327,307,20,16,5041,1006,5.0,16,11,303,414,588,3836,20,5,6.1,209,380,1205,9,3.2,66,32.8,7.5,-60.91,0.0,6.523809523809524,3.1710526315789473,29,275,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2017,205.0,1877.0,100.0,949.0,13,3,0.813,382,252,130,16,5710,1055,5.4,14,6,334,357,527,3753,25,8,6.8,196,501,1957,15,3.9,100,38.9,7.6,-54.08,0.0,7.121442125237191,3.906187624750499,40,296,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2018,198.0,1613.0,92.0,779.0,8,7,0.531,360,341,19,16,5529,1003,5.5,20,10,310,425,606,4036,30,10,6.2,218,357,1493,9,4.2,66,32.4,10.6,7.47,0.0,6.66006600660066,4.182072829131653,39,284,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2019,179.0,1622.0,96.0,909.0,10,6,0.625,407,303,104,16,5656,970,5.8,20,12,314,319,466,3523,26,8,7.1,171,476,2133,19,4.5,106,41.6,10.4,98.01,0.0,7.560085836909871,4.48109243697479,45,277,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2020,165.0,1373.0,82.0,650.0,7,9,0.438,430,475,-45,16,6292,1023,6.2,23,10,383,349,516,4009,35,13,7.2,212,468,2283,20,4.9,139,39.8,12.5,157.7,0.0,7.76937984496124,4.878205128205129,55,351,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2021,198.0,1772.0,107.0,996.0,8,9,0.471,425,426,-1,17,6168,1083,5.7,13,6,332,398,604,4238,34,7,6.7,202,449,1930,10,4.3,103,39.3,6.6,72.05,0.0,7.016556291390729,4.298440979955457,44,305,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2022,189.0,1554.0,80.0,648.0,13,4,0.765,424,427,-3,17,6145,1123,5.5,23,8,382,448,672,4484,30,15,6.2,244,404,1661,18,4.1,93,36.0,11.7,89.64,0.0,6.6726190476190474,4.111386138613861,48,337,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2023,195.36126996413316,1694.0260998240249,102.8540310182705,870.358982924655,7,10,0.412,344,362,-18,17,5912,1071,5.5,34,15,340,424,631,4359,30,19,6.4,220,393,1553,7,4.0,79,34.1,18.4,42.62,0.0,6.908082408874802,3.9516539440203564,37,299,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2003,196.2952044003058,1679.185574926082,97.09308205516795,867.073017458401,14,2,0.875,348,238,110,16,5039,1042,4.8,24,11,294,320,537,3432,23,13,6.0,177,473,1607,9,3.4,91,27.9,11.3,-136.51,1.0,6.391061452513966,3.397463002114165,32,268,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2004,204.15702468762925,1803.9234496139652,97.36488813174141,835.0568663214323,14,2,0.875,437,260,177,16,5722,1035,5.5,27,13,344,293,485,3588,29,14,7.0,193,524,2134,15,4.1,120,42.1,14.6,22.2,1.0,7.397938144329897,4.072519083969466,44,313,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2005,202.71857995774175,1782.9528070226736,93.77178376805527,878.546910072476,10,6,0.625,379,338,41,16,5632,1031,5.5,24,9,334,352,564,4120,28,15,7.0,204,439,1512,16,3.4,101,34.8,13.0,-89.97,0.0,7.304964539007092,3.4441913439635536,44,305,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2006,202.29287557804815,1832.0118985635584,93.21293303803739,941.4242655698413,12,4,0.75,385,237,148,16,5369,1055,5.1,27,15,330,326,527,3400,25,12,6.1,181,499,1969,20,3.9,121,34.4,13.8,-76.38,0.0,6.451612903225806,3.9458917835671343,45,302,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2007,202.4411212751539,1663.735966065857,105.05351754369248,848.34001762945,16,0,1.0,589,274,315,16,6580,1058,6.2,15,6,393,403,586,4731,50,9,7.8,243,451,1849,17,4.1,124,52.7,7.8,133.73,0.0,8.073378839590443,4.099778270509978,67,367,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2008,196.20432325673667,1699.6565369805585,101.4602862904647,867.2872785363014,11,5,0.688,410,309,101,16,5847,1095,5.3,21,10,356,339,534,3569,21,11,6.1,186,513,2278,21,4.4,145,44.8,11.5,-13.1,0.0,6.6835205992509366,4.440545808966862,42,331,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2009,172.0,1523.0,81.0,743.0,10,6,0.625,427,285,142,16,6357,1076,5.9,22,9,373,390,592,4436,28,13,7.3,222,466,1921,19,4.1,114,41.0,12.4,22.9,0.0,7.493243243243243,4.122317596566524,47,336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010,166.0,1448.0,82.0,761.0,14,2,0.875,518,313,205,16,5820,986,5.9,10,5,335,331,507,3847,37,5,7.2,196,454,1973,19,4.3,119,47.0,5.4,73.64,0.0,7.587771203155818,4.345814977973569,56,315,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011,202.0,1722.0,88.0,825.0,13,3,0.813,513,342,171,16,6848,1082,6.3,17,5,399,402,612,5084,39,12,7.9,262,438,1764,18,4.0,107,47.2,8.3,99.08,0.0,8.30718954248366,4.027397260273973,57,369,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2012,199.0,1786.0,97.0,839.0,12,4,0.75,557,331,226,16,6846,1191,5.7,16,7,444,402,641,4662,34,9,7.0,256,523,2184,25,4.2,151,48.1,8.1,118.97,0.0,7.273010920436818,4.175908221797323,59,407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2013,179.0,1576.0,69.0,625.0,12,4,0.75,444,338,106,16,6152,1138,5.4,20,9,378,380,628,4087,25,11,6.1,225,470,2065,19,4.4,110,40.8,10.0,100.43,0.0,6.50796178343949,4.3936170212765955,44,335,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2014,212.0,1829.0,120.0,1075.0,12,4,0.75,468,313,155,16,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,45.3,7.2,181.12,1.0,6.766830870279146,3.942922374429224,47,324,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2015,208.0,1873.0,96.0,860.0,12,4,0.75,465,315,150,16,5991,1050,5.7,14,7,348,404,629,4587,36,7,6.9,230,383,1404,14,3.7,87,43.2,5.7,138.04,0.0,7.292527821939586,3.6657963446475197,50,317,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2016,206.0,1749.0,93.0,819.0,14,2,0.875,441,250,191,16,6180,1056,5.9,11,9,351,368,550,4308,32,2,7.5,203,482,1872,19,3.9,109,42.9,4.9,113.38,1.0,7.832727272727273,3.883817427385892,51,312,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2017,206.0,1870.0,95.0,835.0,13,3,0.813,458,296,162,16,6307,1070,5.9,12,4,389,389,587,4418,32,8,7.1,232,448,1889,16,4.2,107,49.4,6.9,114.84,0.0,7.526405451448041,4.216517857142857,48,339,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
